Name,X,Y
T3,205.66915893554688,198.49855041503906
T2,216.8554229736328,219.28123474121094
T4,220.91058349609375,211.0273895263672
T4.001,36.00812911987305,-208.51361083984375
T4.002,208.1470489501953,206.3201904296875
T1,202.6807861328125,189.91615295410156
T3.001,-60.46979904174805,128.3955841064453
T2.001,-23.312108993530273,42.04090118408203
T1.001,188.81602478027344,189.92770385742188
T3.002,39.99371337890625,-222.8269805908203
T1.002,215.21286010742188,200.25364685058594
T4.003,46.62869644165039,-201.94174194335938
T4.004,-196.9013214111328,-61.55950927734375
T1.003,221.26287841796875,186.82020568847656
T3.003,165.62118530273438,-20.727445602416992
T1.004,222.5040283203125,195.44078063964844
T5,154.7837371826172,-222.3600616455078
T2.002,54.173030853271484,-194.89036560058594
T2.003,-23.54943084716797,223.5526123046875
T3.004,211.72994995117188,186.9883270263672
T2.004,29.23838996887207,-212.90513610839844
T1.005,-224.66671752929688,-70.10173034667969
T5.001,-145.1035919189453,-136.63589477539062
T5.002,175.49490356445312,-206.59278869628906
T1.006,-221.16500854492188,-81.70160675048828
T3.005,46.570674896240234,62.459190368652344
T3.006,-59.74709701538086,118.42082977294922
T1.007,194.8268585205078,194.81887817382812
T3.007,191.12037658691406,-182.2778778076172
T3.008,-43.58002853393555,195.32839965820312
T3.009,31.417943954467773,-222.3701934814453
T4.005,78.3858413696289,-222.80532836914062
T5.003,56.68032455444336,-219.8367156982422
T4.006,198.74862670898438,200.9998779296875
T3.010,90.15829467773438,-220.90170288085938
T2.005,43.72605895996094,-215.47023010253906
T2.006,167.65435791015625,-11.919172286987305
T4.007,164.85946655273438,-221.17587280273438
T4.008,-140.65725708007812,-60.54383850097656
T3.011,171.5328369140625,-70.33504486083984
T3.012,174.3202362060547,93.10809326171875
T3.013,96.14314270019531,-198.7622528076172
T5.004,156.44784545898438,129.62835693359375
T2.007,-121.77525329589844,-212.8200225830078
T1.008,-155.26527404785156,-136.10739135742188
T2.008,-104.43446350097656,-202.98146057128906
T5.005,-104.5060806274414,-210.5633087158203
T3.014,-226.5712127685547,-91.38428497314453
T4.009,-104.86927032470703,-220.29147338867188
T5.006,-114.65441131591797,-214.75192260742188
T4.010,196.29135131835938,187.01785278320312
T5.007,88.90864562988281,-197.0045623779297
T2.009,-133.70205688476562,-214.59034729003906
T1.009,209.75558471679688,7.449474334716797
T1.010,97.05572509765625,-189.80978393554688
T4.011,-104.73365783691406,-186.08413696289062
T5.008,91.6141128540039,34.238922119140625
T5.009,129.18089294433594,-45.261924743652344
T3.015,165.89218139648438,69.00353240966797
T1.011,153.10472106933594,73.80537414550781
T1.012,-143.43539428710938,-222.0834503173828
T4.012,177.69322204589844,209.8542022705078
T4.013,174.6352996826172,219.07144165039062
T5.010,149.91143798828125,186.7261962890625
T3.016,158.6381072998047,195.34901428222656
T1.013,213.29193115234375,211.5245819091797
T2.010,-118.33627319335938,-199.85707092285156
T4.014,168.00323486328125,199.06675720214844
T1.014,161.55813598632812,188.6481475830078
T1.015,-168.70762634277344,-135.1534881591797
T5.011,176.19386291503906,187.34335327148438
T4.015,190.57907104492188,109.75647735595703
T4.016,-198.62217712402344,111.83456420898438
T1.016,-224.38038635253906,-61.66416931152344
T2.011,-209.47840881347656,120.48111724853516
T1.017,-125.40620422363281,-219.91412353515625
T2.012,-195.3966064453125,124.5221176147461
T3.017,-201.36972045898438,118.71644592285156
T2.013,169.0077667236328,188.19529724121094
T4.017,-188.07583618164062,126.12700653076172
T1.018,-186.7220458984375,138.0983428955078
T3.018,-186.42385864257812,119.26736450195312
T3.019,149.10166931152344,-44.361053466796875
T3.020,-204.1219482421875,126.07315826416016
T5.012,212.7958221435547,-101.5075912475586
T2.014,-116.68698120117188,-207.1063690185547
T4.018,-207.17718505859375,112.184814453125
T4.019,211.5628204345703,138.73915100097656
T1.019,47.8570671081543,-112.89189910888672
T2.015,107.65509796142578,-206.27978515625
T4.020,116.31185913085938,-190.08624267578125
T4.021,113.9711685180664,-201.86502075195312
T2.016,176.6154022216797,196.52647399902344
T3.021,57.370914459228516,46.95800018310547
T2.017,56.30923080444336,54.80877685546875
T2.018,145.77914428710938,179.7285614013672
T4.022,168.48255920410156,211.296630859375
T3.022,-187.36996459960938,108.43329620361328
T4.023,196.96734619140625,-107.4437026977539
T1.021,163.16644287109375,205.041015625
T1.022,-217.99972534179688,111.49920654296875
T3.023,46.63084030151367,38.636985778808594
T3.024,-195.90447998046875,133.96160888671875
T1.023,89.29891204833984,-207.0055694580078
T3.025,-112.55787658691406,-221.48805236816406
T3.026,163.5894775390625,102.29126739501953
T1.024,213.28598022460938,49.20043182373047
T4.024,54.67253875732422,26.501041412353516
T4.025,211.70849609375,-51.656410217285156
T5.013,-111.20734405517578,-195.1258087158203
T1.025,106.70674133300781,-186.7493896484375
T2.019,57.015750885009766,38.12580871582031
T3.027,-124.72329711914062,-206.03273010253906
T4.026,152.7448272705078,81.46833801269531
T1.026,33.19522476196289,-52.67633819580078
T3.028,6.296956539154053,-164.0239715576172
T5.014,-83.83013916015625,71.4476318359375
T1.027,-65.60045623779297,101.52030181884766
T2.020,147.5624542236328,-217.7250213623047
T4.027,-78.14993286132812,84.62208557128906
T5.015,202.0634307861328,41.26708984375
T5.016,124.30651092529297,-36.265777587890625
T2.021,182.33514404296875,177.39585876464844
T3.029,-70.1355209350586,95.01851654052734
T3.030,124.3337173461914,-186.9104766845703
T3.031,-146.68838500976562,26.932565689086914
T3.032,-87.3604965209961,77.79644012451172
T1.028,156.7255096435547,-142.93759155273438
T2.022,220.91134643554688,34.78350830078125
T1.029,-96.10295867919922,-82.42703247070312
T3.033,-69.30088806152344,84.09993743896484
T3.034,-64.72184753417969,71.63265228271484
T4.028,131.66754150390625,-183.5034942626953
T1.030,222.05642700195312,102.2187728881836
T1.031,-50.64689254760742,-212.7961883544922
T5.017,-44.275665283203125,-206.26759338378906
T5.018,222.02197265625,53.664459228515625
T5.019,165.1185302734375,177.82125854492188
T3.035,-37.9338264465332,-209.71461486816406
T3.036,179.9931182861328,-199.58851623535156
T5.020,-29.812829971313477,-195.0154266357422
T3.037,140.7797393798828,-74.93238830566406
T2.023,-25.190759658813477,-201.0058135986328
T3.038,-27.02177619934082,-217.37388610839844
T4.029,-33.99437713623047,-222.35975646972656
T5.021,48.7879524230957,-222.76600646972656
T1.032,131.60519409179688,-87.87171173095703
T1.033,132.32269287109375,-99.49972534179688
T4.030,-76.1927719116211,71.64163208007812
T2.024,-23.57379722595215,-190.94300842285156
T3.039,-51.294525146484375,-222.97647094726562
T4.031,208.57273864746094,-215.50148010253906
T1.034,136.9373779296875,-65.8722152709961
T2.025,-90.47783660888672,68.40116119384766
T3.040,206.96627807617188,-207.85299682617188
T4.032,108.77383422851562,-194.2969512939453
T3.041,99.93285369873047,175.5786590576172
T1.035,124.6386489868164,-90.34851837158203
T3.042,39.84641647338867,35.792022705078125
T3.043,206.39584350585938,31.71400260925293
T2.026,117.3895034790039,-85.4953842163086
T1.036,131.4839630126953,-70.52741241455078
T4.033,-44.04895782470703,-215.54258728027344
T5.022,150.07427978515625,66.82717895507812
T4.034,199.53567504882812,-214.92588806152344
T4.035,204.80348205566406,144.68492126464844
T2.027,175.8212432861328,-103.04473114013672
T4.036,140.9881134033203,-16.261404037475586
T3.044,146.980712890625,-116.02527618408203
T5.023,165.49288940429688,-104.24605560302734
T5.024,156.66802978515625,-105.5822982788086
T2.028,66.49725341796875,-29.72647476196289
T5.025,179.96905517578125,83.26134490966797
T4.037,-212.27508544921875,-80.51448822021484
T2.029,-74.40205383300781,-41.386131286621094
T5.026,188.87081909179688,-6.072770118713379
T5.027,-69.73133850097656,-50.30339050292969
T2.030,-98.90890502929688,67.43679809570312
T4.038,219.36068725585938,-203.4504852294922
T1.037,217.99293518066406,-36.69837951660156
T2.031,-10.537481307983398,-144.8597869873047
T2.032,-64.37663269042969,-22.07120704650879
T2.033,-65.28112030029297,-38.62128448486328
T3.045,2.105327606201172,-150.79103088378906
T4.039,154.6099853515625,53.06120300292969
T5.028,-22.952836990356445,174.96360778808594
T5.029,-80.661865234375,-52.26470947265625
T1.038,-84.96129608154297,-193.9794921875
T1.039,-88.99282836914062,-46.18846130371094
T2.034,-41.03435516357422,162.44076538085938
T2.035,88.78694152832031,-7.825739860534668
T3.046,122.59751892089844,-80.2424087524414
T5.030,-24.064977645874023,-210.83583068847656
T2.036,-80.33561706542969,-35.994712829589844
T3.047,97.97090148925781,-17.089750289916992
T2.037,80.93305969238281,-9.887351989746094
T4.040,-34.93675231933594,171.8628692626953
T2.038,-75.073974609375,-31.069307327270508
T4.041,-81.30055236816406,64.59407043457031
T2.039,90.40827941894531,11.305863380432129
T1.041,-27.698959350585938,159.4817352294922
T2.040,-24.86496925354004,148.41915893554688
T3.048,-33.948577880859375,-201.8407745361328
T2.041,95.52095031738281,-9.853050231933594
T2.042,58.47520446777344,-184.7972869873047
T5.031,97.08583068847656,6.4169087409973145
T2.043,-4.883133888244629,-159.24932861328125
T4.042,-41.02361297607422,-222.04673767089844
T4.043,15.43436050415039,141.89488220214844
T4.044,166.7453155517578,54.72908020019531
T3.049,15.918249130249023,112.17418670654297
T4.045,-17.76357078552246,-143.48707580566406
T1.042,56.05768585205078,-202.47592163085938
T4.046,12.184855461120605,-142.80126953125
T3.050,-135.19677734375,-221.84906005859375
T1.043,5.461359024047852,111.11454010009766
T4.047,-15.622350692749023,107.25469970703125
T2.044,-11.738656997680664,-161.68614196777344
T2.045,-32.35256576538086,152.2071533203125
T1.044,-38.517181396484375,33.48833465576172
T2.046,-44.459598541259766,217.8253631591797
T3.051,-53.65486526489258,204.84837341308594
T5.032,12.130972862243652,127.36273193359375
T5.033,-94.43531036376953,-51.10081481933594
T5.034,140.9341278076172,-98.07905578613281
T2.047,-18.304689407348633,-152.54327392578125
T5.035,143.80960083007812,47.816932678222656
T2.048,-56.287864685058594,225.69444274902344
T5.036,69.72611236572266,38.178245544433594
T4.048,-44.347957611083984,155.63682556152344
T4.049,-17.7825870513916,-169.4971466064453
T5.037,-82.49104309082031,-42.719451904296875
T1.045,-127.4090805053711,90.28158569335938
T2.049,-125.49378204345703,101.23855590820312
T1.046,-138.08975219726562,98.5830078125
T1.047,-54.67515182495117,211.86439514160156
T3.053,141.12620544433594,35.558448791503906
T5.038,-41.696773529052734,-87.72926330566406
T4.050,-63.51687240600586,92.1263198852539
T3.054,3.2640180587768555,120.57897186279297
T5.039,-140.45310974121094,75.98723602294922
T2.050,-212.3012237548828,107.24075317382812
T3.055,-118.77385711669922,-42.948402404785156
T4.051,-46.30598068237305,-95.0997085571289
T5.040,-131.43310546875,-54.29493713378906
T4.052,-177.38687133789062,-115.38377380371094
T5.041,-168.70834350585938,-110.94330596923828
